date,observer,station,latitude,longitude,row(0-3119),column(0-2599),altitude,temperature,penalty
2018-01-01 00:00:00,01,20341,43.1317,143.6000,344,1728,67,-3.35,0
2018-01-01 00:00:00,01,20356,43.0767,142.8400,350,1667,178,-4.75,0
2018-01-01 00:00:00,01,20361,43.1033,142.9950,347,1679,206,-4.00,0
2018-01-01 00:00:00,01,20371,43.0500,143.1833,354,1694,112,-4.68,0
2018-01-01 00:00:00,01,20421,42.9000,143.0433,371,1683,90,-4.39,0
2018-01-01 00:00:00,01,20432,42.9217,143.2117,369,1696,38,-3.32,0
2018-01-01 00:00:00,01,20441,42.9200,143.4583,369,1716,42,-3.93,0
2018-01-01 00:00:00,01,20506,42.8083,143.6567,383,1732,20,-1.79,0
2018-01-01 00:00:00,01,20551,42.7333,143.2167,392,1697,149,-4.41,0
2018-01-01 00:00:00,01,20556,42.7867,143.3283,385,1706,70,-3.73,0
2018-01-01 00:00:00,01,20601,42.6417,143.0967,402,1687,251,-3.88,0
2018-01-01 00:00:00,01,20606,42.6517,143.1950,401,1695,185,-4.09,0
2018-01-01 00:00:00,01,20631,42.6867,143.6467,397,1731,4,-2.71,0
2018-01-01 00:00:00,01,20696,42.5000,143.2733,419,1701,87,-2.81,0
2018-01-01 00:00:00,01,20751,42.2933,143.3167,444,1705,32,-0.93,0
2018-01-01 00:00:00,01,21111,42.7300,141.8883,392,1591,20,-0.50,0
2018-01-01 00:00:00,01,21126,42.7617,142.1433,388,1611,56,-2.22,0
2018-01-01 00:00:00,01,21161,42.6700,141.0783,399,1526,390,-0.78,0
2018-01-01 00:00:00,01,21171,42.6300,141.2467,404,1539,170,-0.24,0
2018-01-01 00:00:00,01,21187,42.6233,141.5467,405,1563,6,-0.40,0
2018-01-01 00:00:00,01,21226,42.5900,140.6433,409,1491,4,4.03,0
2018-01-01 00:00:00,01,21261,42.5433,141.3517,414,1548,6,0.71,0
2018-01-01 00:00:00,01,21276,42.5900,141.9333,409,1594,10,0.01,0
2018-01-01 00:00:00,01,21297,42.4750,140.8483,423,1507,3,3.41,0
2018-01-01 00:00:00,01,21312,42.4583,141.1183,425,1529,197,0.23,0
2018-01-01 00:00:00,01,21323,42.3117,140.9750,442,1518,40,3.85,0
2018-01-01 00:00:00,01,22036,42.8767,142.4417,374,1635,280,-3.42,0
2018-01-01 00:00:00,01,22141,42.4967,142.0533,420,1604,47,-0.47,0
2018-01-01 00:00:00,01,22156,42.5433,142.3333,414,1626,60,-1.38,0
2018-01-01 00:00:00,01,22241,42.3433,142.3617,438,1628,10,2.98,0
2018-01-01 00:00:00,01,22291,42.2450,142.6617,450,1652,10,0.98,0
2018-01-01 00:00:00,01,22306,42.2233,142.9483,453,1675,80,0.48,0
2018-01-01 00:00:00,01,22327,42.1617,142.7767,460,1662,37,2.64,0
2018-01-01 00:00:00,01,22391,41.9250,143.2433,489,1699,63,0.45,0
2018-01-01 00:00:00,01,23031,42.5233,140.3817,417,1470,10,4.23,0
2018-01-01 00:00:00,01,23086,42.2517,140.2717,449,1461,8,3.80,0
2018-01-01 00:00:00,01,23166,42.0667,140.5883,471,1487,125,2.67,0
2018-01-01 00:00:00,01,23206,41.9050,140.9700,491,1517,25,1.90,0
2018-01-01 00:00:00,01,23226,41.8867,140.6533,493,1492,25,4.49,0
2018-01-01 00:00:00,01,23232,41.8167,140.7533,501,1500,35,4.64,0
2018-01-01 00:00:00,01,23281,41.7700,140.8217,507,1505,34,4.43,0
2018-01-01 00:00:00,01,23326,41.6867,140.4450,517,1475,6,5.54,0
2018-01-01 00:00:00,01,23376,41.4233,140.0867,549,1446,30,3.07,0
2018-01-01 00:00:00,01,24041,42.4500,139.8517,425,1428,10,3.10,0
2018-01-01 00:00:00,01,24051,42.4283,140.0083,428,1440,19,3.07,0
2018-01-01 00:00:00,01,24101,42.2483,139.5567,450,1404,5,6.80,0
2018-01-01 00:00:00,01,24141,42.1283,139.9850,464,1438,12,4.77,0
2018-01-01 00:00:00,01,24156,42.0717,139.4317,471,1394,49,4.54,0
2018-01-01 00:00:00,01,24201,41.9300,140.3117,488,1464,53,4.04,0
2018-01-01 00:00:00,01,24217,41.8667,140.1233,495,1449,4,3.87,0
2018-01-01 00:00:00,01,31001,41.5267,140.9117,536,1512,14,4.44,0
2018-01-01 00:00:00,01,31111,41.2833,141.2100,566,1536,3,2.69,0
2018-01-01 00:00:00,01,31121,41.2350,141.3967,571,1551,6,3.88,0
2018-01-01 00:00:00,01,31136,41.1800,140.4817,578,1478,30,1.46,0
2018-01-01 00:00:00,01,31156,41.1450,140.8217,582,1505,15,1.58,0
2018-01-01 00:00:00,01,31186,41.0567,140.3467,593,1467,20,2.04,0
2018-01-01 00:00:00,01,31201,41.0450,140.6333,594,1490,5,0.59,0
2018-01-01 00:00:00,01,31296,40.8083,140.4583,623,1476,9,1.61,0
2018-01-01 00:00:00,01,31312,40.8217,140.7683,621,1501,3,1.40,0
2018-01-01 00:00:00,01,31332,40.8850,141.1600,613,1532,14,0.91,0
2018-01-01 00:00:00,01,31336,40.8850,141.2717,613,1541,80,0.59,0
2018-01-01 00:00:00,01,31366,40.7767,140.2050,626,1456,40,0.80,0
2018-01-01 00:00:00,01,31386,40.7333,140.6883,632,1495,198,-1.00,0
2018-01-01 00:00:00,01,31436,40.6450,139.9317,642,1434,66,5.03,0
2018-01-01 00:00:00,01,31461,40.6117,140.4550,646,1476,30,0.80,0
2018-01-01 00:00:00,01,31466,40.6667,140.5850,639,1486,30,1.73,0
2018-01-01 00:00:00,01,31482,40.6483,140.8483,642,1507,890,0.23,0
2018-01-01 00:00:00,01,31506,40.6750,141.3750,639,1549,39,1.84,0
2018-01-01 00:00:00,01,31586,40.5950,141.2467,648,1539,42,-0.41,0
2018-01-01 00:00:00,01,31602,40.5267,141.5217,656,1561,27,2.83,0
2018-01-01 00:00:00,01,31646,40.4817,140.6200,662,1489,135,0.52,0
2018-01-01 00:00:00,01,31662,40.4267,140.8983,668,1511,414,-1.87,0
2018-01-01 00:00:00,01,31721,40.3833,141.2567,674,1540,60,3.07,0
2018-01-01 00:00:00,01,32056,40.4133,139.9483,670,1435,34,3.89,0
2018-01-01 00:00:00,01,32111,40.1983,140.0317,696,1442,6,1.19,0
2018-01-01 00:00:00,01,32126,40.2267,140.3717,692,1469,29,0.81,0
2018-01-01 00:00:00,01,32136,40.2517,140.5050,689,1480,49,-0.57,0
2018-01-01 00:00:00,01,32146,40.2150,140.7867,694,1502,123,-2.30,0
2018-01-01 00:00:00,01,32181,40.1917,140.3717,696,1469,84,-0.28,0
2018-01-01 00:00:00,01,32206,40.1200,140.8400,705,1507,214,-1.45,0
2018-01-01 00:00:00,01,32266,40.0133,140.8017,718,1504,578,0.37,0
2018-01-01 00:00:00,01,32286,39.9117,139.9000,730,1431,20,3.71,0
2018-01-01 00:00:00,01,32287,40.0000,139.9500,719,1435,-3,3.17,0
2018-01-01 00:00:00,01,32296,39.9383,140.1150,727,1449,6,3.56,0
2018-01-01 00:00:00,01,32311,39.9933,140.4033,720,1472,120,0.70,0
2018-01-01 00:00:00,01,32402,39.7167,140.0983,753,1447,6,1.80,0
2018-01-01 00:00:00,01,32407,39.7067,140.2867,755,1462,41,0.82,0
2018-01-01 00:00:00,01,32451,39.6150,140.2183,766,1457,93,0.48,0
2018-01-01 00:00:00,01,32466,39.6033,140.5567,767,1484,56,0.62,0
2018-01-01 00:00:00,01,32476,39.6983,140.7317,756,1498,230,0.96,0
2018-01-01 00:00:00,01,32496,39.5267,140.2333,776,1458,20,0.01,0
2018-01-01 00:00:00,01,32551,39.4900,140.4950,781,1479,30,0.70,0
2018-01-01 00:00:00,01,32571,39.3600,140.0550,796,1444,11,3.02,0
2018-01-01 00:00:00,01,32581,39.3050,140.2883,803,1463,117,2.28,0
2018-01-01 00:00:00,01,32596,39.3200,140.5550,801,1484,59,1.21,0
2018-01-01 00:00:00,01,32616,39.2550,139.9133,809,1433,7,4.28,0
2018-01-01 00:00:00,01,32626,39.2350,140.1367,811,1450,46,2.25,0
2018-01-01 00:00:00,01,32691,39.1867,140.4633,817,1477,74,2.01,0
2018-01-01 00:00:00,01,32771,38.9600,140.5283,844,1482,335,0.41,0
2018-01-01 00:00:00,01,33006,40.4033,141.7000,671,1575,70,-0.17,0
2018-01-01 00:00:00,01,33026,40.3167,141.4733,681,1557,153,-0.95,0
2018-01-01 00:00:00,01,33071,40.2983,141.2983,684,1543,87,1.61,0
2018-01-01 00:00:00,01,33136,40.1483,141.5717,702,1565,290,-2.86,0
2018-01-01 00:00:00,01,33146,40.1683,141.7483,699,1579,13,-0.84,0
2018-01-01 00:00:00,01,33166,40.1033,141.0500,707,1524,290,1.39,0
2018-01-01 00:00:00,01,33176,40.0600,141.2250,712,1538,430,-1.27,0
2018-01-01 00:00:00,01,33186,40.0400,141.4567,715,1556,418,-2.16,0
2018-01-01 00:00:00,01,33206,40.0033,141.8833,719,1590,8,-0.73,0
2018-01-01 00:00:00,01,33226,39.9517,141.0650,725,1525,275,-0.26,0
2018-01-01 00:00:00,01,33296,39.8683,141.1667,735,1533,205,0.12,0
2018-01-01 00:00:00,01,33326,39.8467,141.7950,738,1583,105,-0.77,0
2018-01-01 00:00:00,01,33336,39.8467,141.9633,738,1597,3,0.26,0
2018-01-01 00:00:00,01,33371,39.7833,141.3283,746,1546,680,-1.87,0
2018-01-01 00:00:00,01,33421,39.6967,140.9750,756,1518,195,-1.80,0
2018-01-01 00:00:00,01,33431,39.6983,141.1650,756,1533,155,-1.01,0
2018-01-01 00:00:00,01,33441,39.6500,141.3533,761,1548,760,0.76,0
2018-01-01 00:00:00,01,33472,39.6467,141.9650,762,1597,43,2.39,0
2018-01-01 00:00:00,01,33486,39.5483,140.8433,774,1507,407,-1.65,0
2018-01-01 00:00:00,01,33501,39.5467,141.1267,774,1530,125,-1.38,0
2018-01-01 00:00:00,01,33526,39.5983,141.6817,768,1574,192,-0.36,0
2018-01-01 00:00:00,01,33576,39.4283,141.1350,788,1530,90,-1.10,0
2018-01-01 00:00:00,01,33581,39.4700,141.2783,783,1542,150,-0.08,0
2018-01-01 00:00:00,01,33616,39.4500,141.9567,785,1596,24,1.59,0
2018-01-01 00:00:00,01,33631,39.3100,140.7767,802,1502,250,-1.46,0
2018-01-01 00:00:00,01,33671,39.3383,141.5433,799,1563,275,-0.81,0
2018-01-01 00:00:00,01,33686,39.3600,141.9067,796,1592,2,1.20,0
2018-01-01 00:00:00,01,33716,39.2883,141.1100,805,1528,61,-1.01,0
2018-01-01 00:00:00,01,33751,39.2700,141.8783,807,1590,5,2.18,0
2018-01-01 00:00:00,01,33776,39.1400,141.0633,823,1525,97,-0.79,0
2018-01-01 00:00:00,01,33781,39.1833,141.1617,818,1532,42,-0.38,0
2018-01-01 00:00:00,01,33801,39.1417,141.5733,822,1565,80,0.12,0
2018-01-01 00:00:00,01,33871,39.0250,141.6300,836,1570,61,1.20,0
2018-01-01 00:00:00,01,33877,39.0633,141.7133,832,1577,37,1.85,0
2018-01-01 00:00:00,01,33911,38.9333,141.1250,848,1529,32,0.20,0
2018-01-01 00:00:00,01,33921,38.9217,141.3300,849,1546,120,0.42,0
2018-01-01 00:00:00,01,34012,38.9133,140.8283,850,1506,525,1.23,0
2018-01-01 00:00:00,01,34026,38.9067,141.5567,851,1564,62,1.66,0
2018-01-01 00:00:00,01,34096,38.7433,140.7600,870,1500,170,-0.64,0
2018-01-01 00:00:00,01,34111,38.7350,141.0050,871,1520,25,0.51,0
2018-01-01 00:00:00,01,34171,38.6267,141.1883,884,1535,5,0.70,0
2018-01-01 00:00:00,01,34186,38.6817,141.4483,878,1555,39,3.37,0
2018-01-01 00:00:00,01,34216,38.5983,140.9117,888,1512,28,0.60,0
2018-01-01 00:00:00,01,34231,38.5600,141.2450,892,1539,5,1.00,0
2018-01-01 00:00:00,01,34266,38.4733,140.8883,903,1511,57,0.12,0
2018-01-01 00:00:00,01,34276,38.4600,141.0917,904,1527,3,0.28,0
2018-01-01 00:00:00,01,34286,38.4267,141.2133,908,1537,4,1.21,0
2018-01-01 00:00:00,01,34292,38.4267,141.2983,908,1543,43,1.35,0
2018-01-01 00:00:00,01,34296,38.4533,141.4400,905,1555,35,3.24,0
2018-01-01 00:00:00,01,34311,38.3033,140.6367,923,1490,265,-1.11,0
2018-01-01 00:00:00,01,34331,38.3383,141.0133,919,1521,105,2.93,0
2018-01-01 00:00:00,01,34361,38.3983,141.5967,912,1567,40,7.38,0
2018-01-01 00:00:00,01,34392,38.2617,140.8967,928,1511,39,3.12,0
2018-01-01 00:00:00,01,34436,38.1383,140.9167,943,1513,2,3.70,0
2018-01-01 00:00:00,01,34461,38.0150,140.6117,958,1488,86,-0.50,0
2018-01-01 00:00:00,01,34462,38.1267,140.6800,944,1494,112,-0.25,0
2018-01-01 00:00:00,01,34471,38.0250,140.8583,956,1508,4,2.99,0
2018-01-01 00:00:00,01,34506,37.9317,140.7783,968,1502,18,0.60,0
2018-01-01 00:00:00,01,35002,39.1833,139.5433,818,1403,58,6.27,0
2018-01-01 00:00:00,01,35052,38.9083,139.8433,851,1427,3,2.29,0
2018-01-01 00:00:00,01,35071,38.9183,140.2000,849,1455,88,-0.40,0
2018-01-01 00:00:00,01,35086,38.8117,139.7867,862,1422,22,3.23,0
2018-01-01 00:00:00,01,35116,38.8783,140.3317,854,1466,170,-0.21,0
2018-01-01 00:00:00,01,35141,38.7350,139.8283,871,1426,16,4.91,0
2018-01-01 00:00:00,01,35146,38.8000,139.9733,864,1437,17,1.50,0
2018-01-01 00:00:00,01,35162,38.7567,140.3117,869,1464,105,0.71,0
2018-01-01 00:00:00,01,35176,38.7583,140.5167,869,1481,212,-0.75,0
2018-01-01 00:00:00,01,35216,38.6067,140.1633,887,1453,330,-0.92,0
2018-01-01 00:00:00,01,35231,38.6083,140.4117,887,1472,106,0.05,0
2018-01-01 00:00:00,01,35246,38.5667,139.5517,891,1404,18,5.16,0
2018-01-01 00:00:00,01,35332,38.4600,140.3483,904,1467,80,-1.50,0
2018-01-01 00:00:00,01,35334,38.4117,140.3700,910,1469,105,-2.09,0
2018-01-01 00:00:00,01,35361,38.3900,139.9933,913,1439,440,-1.99,0
2018-01-01 00:00:00,01,35376,38.3700,140.1917,915,1455,133,-1.58,0
2018-01-01 00:00:00,01,35426,38.2550,140.3450,929,1467,153,-0.29,0
2018-01-01 00:00:00,01,35456,38.1050,140.0150,947,1441,210,-2.19,0
2018-01-01 00:00:00,01,35486,38.0783,139.7350,950,1418,140,-0.18,0
2018-01-01 00:00:00,01,35511,38.0033,140.2067,959,1456,220,-2.68,0
2018-01-01 00:00:00,01,35541,37.9983,139.9567,960,1436,250,-2.04,0
2018-01-01 00:00:00,01,35552,37.9117,140.1433,970,1451,245,-4.80,0
2018-01-01 00:00:00,01,36056,37.8917,140.4367,972,1474,200,-1.15,0
2018-01-01 00:00:00,01,36066,37.8517,140.5883,977,1487,43,-0.10,0
2018-01-01 00:00:00,01,36081,37.8750,140.9183,974,1513,10,3.42,0
2018-01-01 00:00:00,01,36106,37.7217,140.0583,993,1444,824,-0.08,0
2018-01-01 00:00:00,01,36126,37.7583,140.4700,989,1477,67,1.21,0
2018-01-01 00:00:00,01,36151,37.7833,140.9250,986,1514,9,3.21,0
2018-01-01 00:00:00,01,36176,37.6583,139.8633,1001,1429,212,0.19,0
2018-01-01 00:00:00,01,36196,37.6683,140.2600,999,1460,1220,-1.70,0
2018-01-01 00:00:00,01,36221,37.6650,140.7267,1000,1498,460,-1.42,0
2018-01-01 00:00:00,01,36251,37.5883,139.6567,1009,1412,165,0.32,0
2018-01-01 00:00:00,01,36276,37.5517,140.1083,1013,1448,519,-0.21,0
2018-01-01 00:00:00,01,36291,37.5833,140.4300,1010,1474,235,-1.07,0
2018-01-01 00:00:00,01,36342,37.4733,139.5283,1023,1402,296,-0.49,0
2018-01-01 00:00:00,01,36361,37.4883,139.9100,1021,1432,212,0.60,0
2018-01-01 00:00:00,01,36391,37.4350,140.5767,1027,1486,421,-1.32,0
2018-01-01 00:00:00,01,36411,37.4917,140.9650,1020,1517,47,4.19,0
2018-01-01 00:00:00,01,36426,37.3433,139.3133,1038,1385,377,-1.07,0
2018-01-01 00:00:00,01,36476,37.3683,140.3300,1035,1466,249,-0.90,0
2018-01-01 00:00:00,01,36501,37.3367,140.8083,1039,1504,410,-0.41,0
2018-01-01 00:00:00,01,36536,37.2650,139.5367,1048,1402,494,-2.87,0
2018-01-01 00:00:00,01,36562,37.2767,140.0633,1046,1445,640,-3.24,0
2018-01-01 00:00:00,01,36581,37.2267,140.4267,1052,1474,372,-1.07,0
2018-01-01 00:00:00,01,36591,37.2867,140.6250,1045,1489,433,-1.80,0
2018-01-01 00:00:00,01,36611,37.2333,141.0000,1052,1519,43,3.46,0
2018-01-01 00:00:00,01,36641,37.2067,139.7950,1055,1423,544,-3.64,0
2018-01-01 00:00:00,01,36667,37.1317,140.2150,1064,1457,355,-1.78,0
2018-01-01 00:00:00,01,36676,37.1467,140.4600,1062,1476,290,-1.42,0
2018-01-01 00:00:00,01,36716,37.0100,139.3750,1078,1389,973,-4.98,0
2018-01-01 00:00:00,01,36766,37.0900,140.5600,1069,1484,347,-0.09,0
2018-01-01 00:00:00,01,36821,36.9383,140.4083,1087,1472,183,0.31,0
2018-01-01 00:00:00,01,36836,36.9333,140.7333,1088,1498,25,3.39,0
